2019,Fall,Heinz College,ISM,95736,A1,"TRZECIAK, RANDY",ADV REL DATABASE MGT,Graduate,18,9,50,10, , ,4.33,4.33,4.33,4.11,4.44,4.33,4.33,4.33,4.33
2019,Spring,Heinz College,ISM,95736,A3,"TRZECIAK, RANDY",ADV REL DATABASE MGT,Graduate,34,16,47,10.44, , ,4.88,4.75,4.6,4.6,4.8,4.63,4.88,4.5,4.38
2018,Fall,Heinz College,ISM,95736,A1,"TRZECIAK, RANDY",ADV REL DATABASE MGT,Graduate,8,4,50,8, , ,5,5,5,5,5,5,5,5,5
2018,Spring,Heinz College,ISM,95736,A3,"TRZECIAK, RANDY",ADV REL DATABASE MGT,Graduate,22,13,59,10.15, , ,4.54,4.69,4.85,4.31,4.77,4.77,4.85,4.69,4.62
2017,Fall,Heinz College,ISM,95736,A1,"TRZECIAK, RANDY",ADV REL DATABASE MGT,Graduate,18,7,38,10.57, , ,4.29,4.71,4.57,4.43,4.57,4.57,4.57,4.57,4.57
2017,Spring,Heinz College,ISM,95736,A3,"TRZECIAK, RANDY",ADV REL DATABASE MGT,Graduate,17,12,70,9.91, , ,5,5,5,4.83,4.92,5,5,4.92,4.75
2016,Fall,Heinz College,ISM,95736,A1,"TRZECIAK, RANDY",ADV REL DATABASE MGT,Graduate,17,16,94,8.56, , ,4.75,4.63,4.63,4.44,4.56,4.63,4.75,4.5,4.56
2016,Spring,Heinz College,ISM,95736,A3,"TRZECIAK, RANDY",ADV REL DATABASE MGT,Graduate,14,11,78,11.36, , ,4.64,4.27,4.45,4.18,4.55,4.55,4.64,4.45,4.45
2015,Fall,Heinz College,ISM,95736,A1,"TRZECIAK, RANDY",ADV REL DATABASE MGT,Graduate,28,17,60,12.19, , ,4.53,4.82,4.82,4.59,4.76,4.71,4.76,4.59,4.47
2015,Spring,Heinz College,ISM,95736,A3,"TRZECIAK, RANDY",ADV REL DATABASE MGT,Graduate,29,24,82,11.23, , ,4.33,4.38,4.5,4.38,4.33,4.54,4.58,4.5,4.22
