2019,Spring,Heinz College,ISM,95719,B4,"PASTOR, LYNNE",ACTG & FIN FDNS,Graduate,40,21,52,5.45, , ,3.76,4.29,4,3.43,4.05,4.1,3.25,3.75,3.76
2019,Spring,Heinz College,ISM,95719,A4,"PASTOR, LYNNE",ACTG & FIN FDNS,Graduate,31,19,61,6.42, , ,3.58,3.79,3.79,2.95,3.58,3.58,2.89,3.16,3.16
2019,Spring,Heinz College,ISM,95719,C4,"PASTOR, LYNNE",ACTG & FIN FDNS,Graduate,40,19,47,6.74, , ,3.58,3.68,3.39,2.89,3.28,3.26,3,2.95,3.11
2019,Summer,Heinz College,ISM,95719,A5,"PASTOR, LYNNE",ACTG & FIN FDNS,Graduate,19,9,47,5.67, , ,4.56,4.78,4.56,4.33,4.56,4.22,4.44,4.22,4.22
2018,Spring,Heinz College,ISM,95719,A3,"PASTOR, LYNNE",ACTG & FIN FDNS,Graduate,37,19,51,6.42, , ,4.58,4.53,4.58,4.32,4.32,4.26,4.79,4.42,4.21
2017,Fall,Heinz College,ISM,95719,B1,"PASTOR, LYNNE",ACTG & FIN FDNS,Graduate,34,25,73,6.2, , ,4.76,4.72,4.68,4.4,4.68,4.76,4.68,4.6,4.44
2017,Fall,Heinz College,ISM,95719,C1,"PASTOR, LYNNE",ACTG & FIN FDNS,Graduate,30,21,70,5.86, , ,4.48,4.48,4.43,4.2,4.33,4.38,4.62,4.38,4.2
2017,Fall,Heinz College,ISM,95719,A1,"PASTOR, LYNNE",ACTG & FIN FDNS,Graduate,35,24,68,6.96, , ,4.54,4.67,4.63,4.38,4.58,4.71,4.79,4.42,4.33
2017,Spring,Heinz College,ISM,95719,A4,"PASTOR, LYNNE",ACTG & FIN FDNS,Graduate,20,17,85,7.35, , ,4.41,4.53,4.53,3.82,4.29,4.41,4.41,4.24,4.12
2016,Fall,Heinz College,ISM,95719,A1,"PASTOR, LYNNE",ACTG & FIN FDNS,Graduate,47,31,65,5.43, , ,4.74,4.74,4.68,4.58,4.71,4.74,4.68,4.61,4.58
2015,Fall,Heinz College,ISM,95719,A2,"PASTOR, LYNNE",ACTG & FIN FDNS,Graduate,43,35,81,9.06, , ,3.97,4.23,4.23,3.57,4.11,4.2,3.51,3.91,3.77
