2019,Spring,Heinz College,HC,94802,A,"GORANSON, CHRISTOPHER",GEOGRPHC INFO SYSTEM,Graduate,29,16,55, , , ,4.5,4.44,4.31,4.38,4.44,4.31,4.94,4.44,4.44
2019,Summer,Heinz College,HC,94802,Z,"KURLAND, KRISTEN",GEOGRPHC INFO SYSTEM,Graduate,24,12,50,14.67, , ,4.92,4.92,4.92,4.92,5,5,5,4.92,4.83
2018,Fall,Heinz College,HC,94802,B,"QIAN, ZHEN",GEOGRPHC INFO SYSTEM,Graduate,11,7,63,12.14, , ,4,4.14,4.43,4.14,4.43,4.14,4.57,4,4.14
2018,Fall,Heinz College,HC,94802,A,"KURLAND, KRISTEN",GEOGRPHC INFO SYSTEM,Graduate,31,30,96,10.23, , ,4.4,4.17,4.13,3.9,4.5,3.9,4.67,4.13,4.1
2018,Spring,Heinz College,HC,94802,A,"DODSON, ZAN",GEOGRPHC INFO SYSTEM,Graduate,26,16,61,7.25, , ,2.31,2.81,2.81,2.69,2.88,2.5,3.38,2.25,2.63
2018,Summer,Heinz College,HC,94802,Z,"KURLAND, KRISTEN",GEOGRPHC INFO SYSTEM,Graduate,20,14,70,13.29, , ,4.5,4.43,4.69,4.54,4.62,4.43,4.64,4.36,4.36
2017,Fall,Heinz College,HC,94802,A,"KURLAND, KRISTEN",GEOGRPHC INFO SYSTEM,Graduate,34,27,79,10.33, , ,4.56,4.52,4.67,4.26,4.67,4.31,4.92,4.38,4.33
2017,Fall,Heinz College,HC,94802,B,"QIAN, ZHEN",GEOGRPHC INFO SYSTEM,Graduate,11,9,81,8.67, , ,4.22,4.22,4.22,4.11,4,3.78,4.89,3.89,4
2017,Spring,Heinz College,HC,94802,A,"DODSON, ZAN",GEOGRPHC INFO SYSTEM,Graduate,33,30,90,9.75, , ,4.13,4,4,3.77,4.27,4.03,4.48,3.55,3.79
2017,Summer,Heinz College,HC,94802,Z,"KURLAND, KRISTEN",GEOGRPHC INFO SYSTEM,Graduate,22,16,72,13.19, , ,4.94,4.94,4.88,4.81,4.88,4.81,4.94,4.94,4.88
2016,Fall,Heinz College,HC,94802,B,"QIAN, ZHEN",GEOGRPHC INFO SYSTEM,Graduate,16,12,75,8, , ,4.25,4.75,4.33,4.18,4.33,4.17,4.5,4.08,4.42
2016,Fall,Heinz College,HC,94802,A,"KURLAND, KRISTEN",GEOGRPHC INFO SYSTEM,Graduate,33,21,63,11.65, , ,4.95,4.81,4.86,4.67,4.95,4.86,5,4.81,4.76
2016,Spring,Heinz College,HC,94802,A,"GORR, WILPEN",GEOGRPHC INFO SYSTEM,Graduate,35,33,94,10.91, , ,4.73,4.48,4.55,4.52,4.76,4.55,4.91,4.39,4.52
2016,Summer,Heinz College,HC,94802,Z,"KURLAND, KRISTEN",GEOGRPHC INFO SYSTEM,Graduate,22,17,77,11.47, , ,5,4.71,4.82,4.71,4.94,4.76,4.88,4.76,4.76
2015,Fall,Heinz College,HC,94802,B,"QIAN, ZHEN",GEOGRPHC INFO SYSTEM,Graduate,26,17,65,8.88, , ,4.35,4.53,4.53,4.35,4.53,4.47,4.82,4.35,4.47
2015,Fall,Heinz College,HC,94802,A,"KURLAND, KRISTEN",GEOGRPHC INFO SYSTEM,Graduate,32,24,75,10.09, , ,4.75,4.67,4.71,4.58,4.88,4.54,4.79,4.63,4.63
2015,Spring,Heinz College,HC,94802,A,"GORR, WILPEN",GEOGRPHC INFO SYSTEM,Graduate,35,31,88,13.03, , ,4.77,4.68,4.55,4.74,4.9,4.52,4.97,4.68,4.77
2015,Summer,Heinz College,HC,94802,Z,"KURLAND, KRISTEN",GEOGRPHC INFO SYSTEM,Graduate,15,13,86,13.64, , ,5,4.92,4.92,5,4.92,4.92,5,5,4.77
