2019,Fall,Heinz College,HC,94806,A1,"CONNELL, ANNE",PRIVACY DIGITAL AGE,Graduate,34,17,50,7.53, , ,4.65,3.12,3.71,3.88,4.82,4.12,4.65,3.76,3.65
2019,Spring,Heinz College,HC,94806,Z4,"CONNELL, ANNE",PRIVACY DIGITAL AGE,Graduate,35,15,42,10.27, , ,3.93,3.47,4,3.47,4.47,4.33,4.73,3.93,3.87
2018,Fall,Heinz College,HC,94806,A1,"CONNELL, ANNE",PRIVACY DIGITAL AGE,Graduate,28,9,32,10.78, , ,4.56,4,4.22,4,4.78,4.56,4.67,4.22,4.33
2018,Spring,Heinz College,HC,94806,Z4,"MAROTTA, VERONICA",PRIVACY DIGITAL AGE,Graduate,30,15,50,10.2, , ,4.33,4.4,4.27,4,4.53,4.33,4.33,4.4,4.27
2017,Fall,Heinz College,HC,94806,A1,"CONNELL, ANNE",PRIVACY DIGITAL AGE,Graduate,43,24,55,9.25, , ,4.54,4,3.96,4,4.25,3.88,4.42,3.75,3.29
2017,Spring,Heinz College,HC,94806,Z4,"MAROTTA, VERONICA",PRIVACY DIGITAL AGE,Graduate,33,22,66,11.38, , ,3.86,4.09,4.09,3.5,4.18,4.18,4.27,3.82,3.59
2016,Fall,Heinz College,HC,94806,A1,"MAROTTA, VERONICA",PRIVACY DIGITAL AGE,Graduate,33,21,63,9.14, , ,4.52,4.43,4.33,4.33,4.67,4.52,4.95,4.52,4.14
2016,Spring,Heinz College,HC,94806,Z4,"SAMAT, SONAM",PRIVACY DIGITAL AGE,Graduate,37,21,56,12.95, , ,3.71,3.81,3.86,3.38,3.62,3.43,3.71,3.38,3.47
2015,Fall,Heinz College,HC,94806,A1,"ACQUISTI, ALESSANDRO",PRIVACY DIGITAL AGE,Graduate,36,19,52,8.79, , ,4.68,4.63,4.68,4.53,4.84,4.84,4.95,4.79,4.63
2015,Spring,Heinz College,HC,94806,Z4,"SAMAT, SONAM",PRIVACY DIGITAL AGE,Graduate,37,23,62,10.74, , ,3.96,3.82,3.87,3.83,3.7,3.83,4.17,3.74,3.77
